movie_id,movie_year,trivia,mpaa,release_date,runtime,budget,html
tt1699755,2013,Sparks fly when Wade Walker crashes the Peeples annual reunion in the Hamptons to ask for their precious daughter Grace's hand in marriage.,PG-13,May 10,1 hr 35 min,15000000,https://www.boxofficemojo.com/title/tt1699755/credits/
tt1700841,2016,A sausage strives to discover the truth about his existence.,R,August 11,1 hr 29 min,19000000,https://www.boxofficemojo.com/title/tt1700841/credits/
tt1702439,2013,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",PG-13,February 13,1 hr 55 min,28000000,https://www.boxofficemojo.com/title/tt1702439/credits/
tt1702443,2011,Follows Justin Bieber with some footage of performances from his 2010 concert tour.,,February 11,1 hr 45 min,13000000,https://www.boxofficemojo.com/title/tt1702443/credits/
tt1706593,2012,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,PG-13,February 1,1 hr 24 min,12000000,https://www.boxofficemojo.com/title/tt1706593/credits/
tt1707386,2012,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",PG-13,December 19,2 hr 38 min,61000000,https://www.boxofficemojo.com/title/tt1707386/credits/
tt1711425,2013,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",R,March 1,1 hr 33 min,13000000,https://www.boxofficemojo.com/title/tt1711425/credits/
tt1711525,2016,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...",R,December 7,1 hr 45 min,45000000,https://www.boxofficemojo.com/title/tt1711525/credits/
tt1712170,2012,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,PG-13,October 17,1 hr 41 min,35000000,https://www.boxofficemojo.com/title/tt1712170/credits/
tt1714915,2013,"A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",R,December 12,2 hr 3 min,7000000,https://www.boxofficemojo.com/title/tt1714915/credits/
tt1716777,2012,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.",PG-13,June 29,1 hr 54 min,16000000,https://www.boxofficemojo.com/title/tt1716777/credits/
tt1723121,2013,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,R,August 29,1 hr 50 min,37000000,https://www.boxofficemojo.com/title/tt1723121/credits/
tt1727776,2015,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",R,October 29,1 hr 33 min,15000000,https://www.boxofficemojo.com/title/tt1727776/credits/
tt1731141,2013,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",PG-13,October 24,1 hr 54 min,110000000,https://www.boxofficemojo.com/title/tt1731141/credits/
tt1731697,2012,"Heidi, a radio DJ, is sent a box containing a record - a ""gift from the Lords"". The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?",R,April 19,1 hr 41 min,1500000,https://www.boxofficemojo.com/title/tt1731697/credits/
tt1735485,2011,An investigation into a government cover-up leads to a network of abandoned train tunnels deep beneath the heart of Sydney. As a journalist and her crew hunt for the story it quickly becomes clear the story is hunting them.,,August 5,1 hr 30 min,135000,https://www.boxofficemojo.com/title/tt1735485/credits/
tt1735898,2012,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",PG-13,May 30,2 hr 7 min,170000000,https://www.boxofficemojo.com/title/tt1735898/credits/
tt1741273,2015,"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",PG-13,November 12,1 hr 51 min,19500000,https://www.boxofficemojo.com/title/tt1741273/credits/
tt1742044,2014,The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group,R,June 18,2 hr 14 min,40000000,https://www.boxofficemojo.com/title/tt1742044/credits/
tt1742650,2011,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",PG-13,September 15,1 hr 29 min,24000000,https://www.boxofficemojo.com/title/tt1742650/credits/
tt1743720,2011,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement.",PG-13,April 22,1 hr 30 min,1800000,https://www.boxofficemojo.com/title/tt1743720/credits/
tt1748122,2012,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",PG-13,May 16,1 hr 34 min,16000000,https://www.boxofficemojo.com/title/tt1748122/credits/
tt1753383,2017,A dog looks to discover his purpose in life over the course of several lifetimes and owners.,PG,January 19,1 hr 40 min,22000000,https://www.boxofficemojo.com/title/tt1753383/credits/
tt1758795,2013,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",R,July 25,1 hr 44 min,1500000,https://www.boxofficemojo.com/title/tt1758795/credits/
tt1758830,2012,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",R,December 20,2 hr 14 min,35000000,https://www.boxofficemojo.com/title/tt1758830/credits/
tt1762399,2013,"See and feel what it was like when dinosaurs ruled the Earth, in a story where an underdog dino triumphs to become a hero for the ages.",PG,December 20,1 hr 27 min,80000000,https://www.boxofficemojo.com/title/tt1762399/credits/
tt1764234,2012,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",R,September 21,1 hr 37 min,15000000,https://www.boxofficemojo.com/title/tt1764234/credits/
tt1764651,2012,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",R,August 15,1 hr 43 min,100000000,https://www.boxofficemojo.com/title/tt1764651/credits/
tt1772240,2011,"Decades-old found footage from NASA's abandoned Apollo 18 mission, where two American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon.",PG-13,September 1,1 hr 26 min,5000000,https://www.boxofficemojo.com/title/tt1772240/credits/
tt1772288,2015,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by,R,March 20,1 hr 46 min,10000000,https://www.boxofficemojo.com/title/tt1772288/credits/
tt1772341,2012,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",PG,November 1,1 hr 41 min,165000000,https://www.boxofficemojo.com/title/tt1772341/credits/
tt1778304,2011,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",R,October 19,1 hr 23 min,5000000,https://www.boxofficemojo.com/title/tt1778304/credits/
tt1790809,2017,Captain Jack Sparrow Johnny Depp searches for the trident of Poseidon while being pursued by an undead sea Captain and his crew.,PG-13,May 24,2 hr 9 min,230000000,https://www.boxofficemojo.com/title/tt1790809/credits/
tt1790864,2014,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",PG-13,September 11,1 hr 53 min,34000000,https://www.boxofficemojo.com/title/tt1790864/credits/
tt1790885,2012,A chronicle of the decade-long hunt for al-Qaeda terrorist leader,R,December 19,2 hr 37 min,40000000,https://www.boxofficemojo.com/title/tt1790885/credits/
tt1798603,2016,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",R,November 23,1 hr 32 min,26000000,https://www.boxofficemojo.com/title/tt1798603/credits/
tt1798684,2015,"A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",R,July 22,2 hr 4 min,30000000,https://www.boxofficemojo.com/title/tt1798684/credits/
tt1798709,2013,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",R,December 18,2 hr 6 min,23000000,https://www.boxofficemojo.com/title/tt1798709/credits/
tt1800241,2013,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",R,December 12,2 hr 18 min,40000000,https://www.boxofficemojo.com/title/tt1800241/credits/
tt1800246,2014,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",R,January 29,1 hr 34 min,8000000,https://www.boxofficemojo.com/title/tt1800246/credits/
tt1800741,2012,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",PG-13,July 26,1 hr 39 min,33000000,https://www.boxofficemojo.com/title/tt1800741/credits/
tt1809398,2014,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",PG-13,December 25,2 hr 17 min,65000000,https://www.boxofficemojo.com/title/tt1809398/credits/
tt1814621,2013,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,PG-13,March 22,1 hr 47 min,13000000,https://www.boxofficemojo.com/title/tt1814621/credits/
tt1815862,2013,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",PG-13,May 30,1 hr 40 min,130000000,https://www.boxofficemojo.com/title/tt1815862/credits/
tt1817273,2012,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",R,March 20,2 hr 20 min,15000000,https://www.boxofficemojo.com/title/tt1817273/credits/
tt1821549,2013,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",R,November 15,1 hr 55 min,12000000,https://www.boxofficemojo.com/title/tt1821549/credits/
tt1821658,2014,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.",PG,January 17,1 hr 25 min,42000000,https://www.boxofficemojo.com/title/tt1821658/credits/
tt1821694,2013,Retired C.I.A. Agent Frank Moses Bruce Willis reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,PG-13,July 18,1 hr 56 min,84000000,https://www.boxofficemojo.com/title/tt1821694/credits/
tt1823664,2014,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",PG,December 17,1 hr 58 min,65000000,https://www.boxofficemojo.com/title/tt1823664/credits/
tt1823672,2015,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",R,March 4,2 hr,49000000,https://www.boxofficemojo.com/title/tt1823672/credits/
tt1826590,2014,Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,R,February 14,1 hr 40 min,12500000,https://www.boxofficemojo.com/title/tt1826590/credits/
tt1837703,2013,A dramatic thriller based on real events that reveals the quest to expose the deceptions and corruptions of power that turned an Internet upstart into the 21st century's most fiercely debated organization.,R,October 11,2 hr 8 min,28000000,https://www.boxofficemojo.com/title/tt1837703/credits/
tt1837709,2014,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",PG-13,February 13,1 hr 58 min,60000000,https://www.boxofficemojo.com/title/tt1837709/credits/
tt1840309,2014,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",PG-13,March 20,2 hr 19 min,85000000,https://www.boxofficemojo.com/title/tt1840309/credits/
tt1840417,2012,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,PG-13,September 7,1 hr 42 min,6000000,https://www.boxofficemojo.com/title/tt1840417/credits/
tt1843866,2014,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",PG-13,March 26,2 hr 16 min,170000000,https://www.boxofficemojo.com/title/tt1843866/credits/
tt1850457,2015,Two sisters decide to throw one last house party before their parents sell their family home.,R,December 18,1 hr 58 min,30000000,https://www.boxofficemojo.com/title/tt1850457/credits/
tt1853728,2012,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",R,December 25,2 hr 45 min,100000000,https://www.boxofficemojo.com/title/tt1853728/credits/
tt1854564,2013,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",PG,August 7,1 hr 46 min,90000000,https://www.boxofficemojo.com/title/tt1854564/credits/
tt1855199,2012,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",R,September 20,1 hr 49 min,7000000,https://www.boxofficemojo.com/title/tt1855199/credits/
tt1855325,2012,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,R,September 12,1 hr 35 min,65000000,https://www.boxofficemojo.com/title/tt1855325/credits/
tt1860213,2016,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",R,January 21,1 hr 42 min,25000000,https://www.boxofficemojo.com/title/tt1860213/credits/
tt1860353,2013,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,PG,July 10,1 hr 36 min,135000000,https://www.boxofficemojo.com/title/tt1860353/credits/
tt1860357,2016,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",PG-13,September 28,1 hr 47 min,110000000,https://www.boxofficemojo.com/title/tt1860357/credits/
tt1869425,2012,A promising hip-hop rhymer from Los Angeles finds herself in a gray area when a record producer offers her a compromising shot at stardom.,R,April 19,1 hr 20 min,2000000,https://www.boxofficemojo.com/title/tt1869425/credits/
tt1872194,2014,"Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.",R,October 9,2 hr 21 min,50000000,https://www.boxofficemojo.com/title/tt1872194/credits/
tt1876451,2012,"In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.",PG-13,August 17,1 hr 56 min,14000000,https://www.boxofficemojo.com/title/tt1876451/credits/
tt1877832,2014,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,PG-13,May 21,2 hr 12 min,200000000,https://www.boxofficemojo.com/title/tt1877832/credits/
tt1878870,2016,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",R,November 18,1 hr 44 min,9000000,https://www.boxofficemojo.com/title/tt1878870/credits/
tt1904996,2013,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",R,January 24,1 hr 58 min,35000000,https://www.boxofficemojo.com/title/tt1904996/credits/
tt1905041,2013,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",PG-13,May 17,2 hr 10 min,160000000,https://www.boxofficemojo.com/title/tt1905041/credits/
tt1907668,2012,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",R,November 2,2 hr 18 min,31000000,https://www.boxofficemojo.com/title/tt1907668/credits/
tt1911644,2013,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",R,March 14,1 hr 34 min,13000000,https://www.boxofficemojo.com/title/tt1911644/credits/
tt1911658,2014,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",PG,November 14,1 hr 32 min,132000000,https://www.boxofficemojo.com/title/tt1911658/credits/
tt1915581,2012,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",R,June 28,1 hr 50 min,7000000,https://www.boxofficemojo.com/title/tt1915581/credits/
tt1921064,2014,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",PG-13,February 19,1 hr 45 min,100000000,https://www.boxofficemojo.com/title/tt1921064/credits/
tt1922612,2011,"A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.",PG,August 11,1 hr 24 min,9000000,https://www.boxofficemojo.com/title/tt1922612/credits/
tt1922777,2012,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies which suggest the murder he's currently researching is the work of a serial killer whose work dates back to the 1960s.,R,October 5,1 hr 50 min,3000000,https://www.boxofficemojo.com/title/tt1922777/credits/
tt1924429,2013,An art auctioneer becomes mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,R,March 27,1 hr 41 min,20000000,https://www.boxofficemojo.com/title/tt1924429/credits/
tt1924435,2014,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",R,August 13,1 hr 44 min,17000000,https://www.boxofficemojo.com/title/tt1924435/credits/
tt1929263,2014,"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.",PG,April 16,1 hr 39 min,12000000,https://www.boxofficemojo.com/title/tt1929263/credits/
tt1931435,2013,A long-divorced couple fakes being married as their family unites for a wedding.,R,April 25,1 hr 29 min,35000000,https://www.boxofficemojo.com/title/tt1931435/credits/
tt1931533,2012,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,R,October 12,1 hr 50 min,15000000,https://www.boxofficemojo.com/title/tt1931533/credits/
tt1935859,2016,"When Jacob Asa Butterfield discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",PG-13,September 28,2 hr 7 min,110000000,https://www.boxofficemojo.com/title/tt1935859/credits/
tt1939659,2013,"A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",R,October 16,1 hr 40 min,30000000,https://www.boxofficemojo.com/title/tt1939659/credits/
tt1951261,2013,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",R,May 23,1 hr 40 min,103000000,https://www.boxofficemojo.com/title/tt1951261/credits/
tt1951264,2013,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,PG-13,November 15,2 hr 26 min,130000000,https://www.boxofficemojo.com/title/tt1951264/credits/
tt1951265,2014,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",PG-13,November 19,2 hr 3 min,125000000,https://www.boxofficemojo.com/title/tt1951265/credits/
tt1951266,2015,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,PG-13,November 18,2 hr 17 min,160000000,https://www.boxofficemojo.com/title/tt1951266/credits/
tt1956620,2014,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",R,July 17,1 hr 34 min,40000000,https://www.boxofficemojo.com/title/tt1956620/credits/
tt1959490,2014,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,PG-13,March 20,2 hr 18 min,125000000,https://www.boxofficemojo.com/title/tt1959490/credits/
tt1964418,2015,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",PG,May 20,2 hr 10 min,190000000,https://www.boxofficemojo.com/title/tt1964418/credits/
tt1967545,2013,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",PG-13,January 30,1 hr 51 min,18000000,https://www.boxofficemojo.com/title/tt1967545/credits/
tt1972591,2017,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",PG-13,May 9,2 hr 6 min,175000000,https://www.boxofficemojo.com/title/tt1972591/credits/
tt1972779,2014,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,PG-13,October 15,1 hr 58 min,26000000,https://www.boxofficemojo.com/title/tt1972779/credits/
tt1974420,2016,"The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire",PG-13,November 23,2 hr 7 min,25000000,https://www.boxofficemojo.com/title/tt1974420/credits/
tt1979320,2013,The merciless 1970s rivalry between Formula One rivals,R,September 12,2 hr 3 min,38000000,https://www.boxofficemojo.com/title/tt1979320/credits/
tt1980209,2013,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,R,April 24,2 hr 9 min,26000000,https://www.boxofficemojo.com/title/tt1980209/credits/
tt1981115,2013,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",PG-13,October 30,1 hr 52 min,170000000,https://www.boxofficemojo.com/title/tt1981115/credits/
tt1981677,2012,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",PG-13,September 28,1 hr 52 min,17000000,https://www.boxofficemojo.com/title/tt1981677/credits/
tt1985949,2016,"When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",PG,May 11,1 hr 37 min,73000000,https://www.boxofficemojo.com/title/tt1985949/credits/
tt1985966,2013,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",PG,September 26,1 hr 35 min,78000000,https://www.boxofficemojo.com/title/tt1985966/credits/
tt1986769,2013,"The year is 1755, and the English colonies are being ravaged by the atrocities of war. Opposing European powers have clashed over the fertile Ohio valley, and entire families are devastated by the ensuing violence. Hostile native tribes are raiding the vulnerable frontier farms, and two young sisters are among those taken captive. While hoping for rescue and return to their home, they are comforted with the words of a family hymn: Alone Yet Not Alone. But when the sisters are suddenly and cruelly separated, their tender faith is brought to a stretching point. Forcibly immersed into a primitive foreign culture, the older sister, Barbara, clings to her beliefs. Yet now a deeper fate threatens, and she makes a difficult decision: to risk her life in an attempt to escape. Pursued by a relentless and cunning warrior, Barbara and her three fellow captives must cross over two hundred miles of raw wilderness in their effort to reach friendly territory. Will their courage and trust in God be enough to see them through? And if they do succeed, will they find their family? Will Barbara ever see her sister again? Alone Yet Not Alone depicts the riveting true story of a family at a critical jun",PG-13,September 27,1 hr 43 min,7000000,https://www.boxofficemojo.com/title/tt1986769/credits/
tt1995304,2012,A dropout comes to the aid of a chubby and suicidal high-school kid by recruiting him as the drummer for his upstart punk-rock band.,R,October 5,1 hr 38 min,750000,https://www.boxofficemojo.com/title/tt1995304/credits/
tt2004420,2014,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",R,May 8,1 hr 37 min,18000000,https://www.boxofficemojo.com/title/tt2004420/credits/
tt2007993,2011,"An indigenous clan-based people living in harmony with nature find their way of life threatened when violent interlopers from another culture arrive, intent on seizing their natural resources and enslaving them.",,September 9,2 hr 24 min,23000000,https://www.boxofficemojo.com/title/tt2007993/credits/
tt2011159,2014,An unstable escaped convict terrorizes a woman who is alone with her two children.,PG-13,September 11,1 hr 24 min,13200000,https://www.boxofficemojo.com/title/tt2011159/credits/
tt2015381,2014,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,PG-13,July 30,2 hr 1 min,170000000,https://www.boxofficemojo.com/title/tt2015381/credits/
tt2017020,2013,"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.",PG,July 31,1 hr 45 min,105000000,https://www.boxofficemojo.com/title/tt2017020/credits/
tt2023453,2012,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",PG,August 3,1 hr 34 min,22000000,https://www.boxofficemojo.com/title/tt2023453/credits/
tt2023587,2013,"After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.",PG-13,January 17,1 hr 40 min,15000000,https://www.boxofficemojo.com/title/tt2023587/credits/
tt2024432,2013,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,R,February 7,1 hr 51 min,35000000,https://www.boxofficemojo.com/title/tt2024432/credits/
tt2024469,2014,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",PG-13,February 19,1 hr 46 min,50000000,https://www.boxofficemojo.com/title/tt2024469/credits/
tt2024544,2013,"In the antebellum United States,",R,October 18,2 hr 14 min,20000000,https://www.boxofficemojo.com/title/tt2024544/credits/
tt2034139,2013,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",PG-13,March 1,1 hr 28 min,5000000,https://www.boxofficemojo.com/title/tt2034139/credits/
tt2034800,2016,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.",PG-13,December 16,1 hr 43 min,150000000,https://www.boxofficemojo.com/title/tt2034800/credits/
tt2039393,2014,"Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?",R,December 25,1 hr 51 min,25000000,https://www.boxofficemojo.com/title/tt2039393/credits/
tt2058673,2015,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",PG-13,December 2,1 hr 54 min,105000000,https://www.boxofficemojo.com/title/tt2058673/credits/
tt2080374,2015,Steve Jobs,R,October 9,2 hr 2 min,30000000,https://www.boxofficemojo.com/title/tt2080374/credits/
tt2083355,2013,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",R,November 15,2 hr 3 min,17000000,https://www.boxofficemojo.com/title/tt2083355/credits/
tt2091256,2017,"Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",PG,May 31,1 hr 29 min,38000000,https://www.boxofficemojo.com/title/tt2091256/credits/
tt2094766,2016,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",PG-13,December 21,1 hr 55 min,125000000,https://www.boxofficemojo.com/title/tt2094766/credits/
tt2096672,2014,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",PG-13,November 12,1 hr 49 min,40000000,https://www.boxofficemojo.com/title/tt2096672/credits/
